證券代碼,年月日,本益比-TSE
1233 天仁,2017/02/15,17.43
1234 黑松,2017/02/15,12.56
1235 興泰,2017/02/15,6.03
1236 宏亞,2017/02/15,38.54
1256 鮮活果汁-KY,2017/02/15,17.58
1702 南僑,2017/02/15,13.01
1737 臺鹽,2017/02/15,19.53
910322 康師傅-DR,2017/02/15,0
911616 杜康-DR,2017/02/15,0
1201 味全,2017/02/14,0
1203 味王,2017/02/14,23.05
1210 大成,2017/02/14,12.2
1213 大飲,2017/02/14,162.73
1215 卜蜂,2017/02/14,11.63
1216 統一,2017/02/14,20.85
1217 愛之味,2017/02/14,0
1218 泰山,2017/02/14,16.44
1219 福壽,2017/02/14,28.91
1220 台榮,2017/02/14,12.09
1225 福懋油,2017/02/14,14.66
1227 佳格,2017/02/14,27.03
1229 聯華,2017/02/14,12.28
1231 聯華食,2017/02/14,11.38
1232 大統益,2017/02/14,16.3
1233 天仁,2017/02/14,17.43
1234 黑松,2017/02/14,12.54
1235 興泰,2017/02/14,6.08
1236 宏亞,2017/02/14,38.54
1256 鮮活果汁-KY,2017/02/14,16.96
1702 南僑,2017/02/14,13.07
1737 臺鹽,2017/02/14,19.43
910322 康師傅-DR,2017/02/14,0
911616 杜康-DR,2017/02/14,0
1201 味全,2017/02/13,0
1203 味王,2017/02/13,22.9
1210 大成,2017/02/13,12.31
1213 大飲,2017/02/13,162.27
1215 卜蜂,2017/02/13,11.62
1216 統一,2017/02/13,21.12
1217 愛之味,2017/02/13,0
1218 泰山,2017/02/13,16.6
1219 福壽,2017/02/13,28.64
1220 台榮,2017/02/13,12.09
1225 福懋油,2017/02/13,14.66
1227 佳格,2017/02/13,26.92
1229 聯華,2017/02/13,12.49
1231 聯華食,2017/02/13,11.38
1232 大統益,2017/02/13,16.29
1233 天仁,2017/02/13,17.41
1234 黑松,2017/02/13,12.52
1235 興泰,2017/02/13,6.1
1236 宏亞,2017/02/13,38.65
1256 鮮活果汁-KY,2017/02/13,17.33
1702 南僑,2017/02/13,13.03
1737 臺鹽,2017/02/13,19.78
910322 康師傅-DR,2017/02/13,0
911616 杜康-DR,2017/02/13,0
1201 味全,2017/02/10,0
1203 味王,2017/02/10,22.81
1210 大成,2017/02/10,12.52
1213 大飲,2017/02/10,161.82
1215 卜蜂,2017/02/10,11.98
1216 統一,2017/02/10,20.92
1217 愛之味,2017/02/10,0
1218 泰山,2017/02/10,16.54
1219 福壽,2017/02/10,28.55
1220 台榮,2017/02/10,12.09
1225 福懋油,2017/02/10,14.66
1227 佳格,2017/02/10,26.89
1229 聯華,2017/02/10,12.49
1231 聯華食,2017/02/10,11.38
1232 大統益,2017/02/10,16.06
1233 天仁,2017/02/10,17.27
1234 黑松,2017/02/10,12.37
1235 興泰,2017/02/10,6.1
1236 宏亞,2017/02/10,37.92
1256 鮮活果汁-KY,2017/02/10,17.71
1702 南僑,2017/02/10,13.03
1737 臺鹽,2017/02/10,19.37
910322 康師傅-DR,2017/02/10,0
911616 杜康-DR,2017/02/10,0
1201 味全,2017/02/09,0
1203 味王,2017/02/09,22.48
1210 大成,2017/02/09,12.54
1213 大飲,2017/02/09,157.27
1215 卜蜂,2017/02/09,11.95
1216 統一,2017/02/09,20.81
1217 愛之味,2017/02/09,0
1218 泰山,2017/02/09,16.38
1219 福壽,2017/02/09,28.64
1220 台榮,2017/02/09,12.25
1225 福懋油,2017/02/09,14.66
1227 佳格,2017/02/09,26.82
1229 聯華,2017/02/09,12.57
1231 聯華食,2017/02/09,11.44
1232 大統益,2017/02/09,16.04
1233 天仁,2017/02/09,17.22
1234 黑松,2017/02/09,12.37
1235 興泰,2017/02/09,6.05
1236 宏亞,2017/02/09,37.92
1256 鮮活果汁-KY,2017/02/09,17.52
1702 南僑,2017/02/09,12.97
1737 臺鹽,2017/02/09,19.56
910322 康師傅-DR,2017/02/09,0
911616 杜康-DR,2017/02/09,0
1201 味全,2017/02/08,0
1203 味王,2017/02/08,22.62
1210 大成,2017/02/08,12.54
1213 大飲,2017/02/08,157.27
1215 卜蜂,2017/02/08,11.97
1216 統一,2017/02/08,20.73
1217 愛之味,2017/02/08,0
1218 泰山,2017/02/08,16.33
1219 福壽,2017/02/08,28.45
1220 台榮,2017/02/08,12.31
1225 福懋油,2017/02/08,14.53
1227 佳格,2017/02/08,26.75
1229 聯華,2017/02/08,12.64
1231 聯華食,2017/02/08,11.51
1232 大統益,2017/02/08,16.08
1233 天仁,2017/02/08,17.15
1234 黑松,2017/02/08,12.37
1235 興泰,2017/02/08,6.13
1236 宏亞,2017/02/08,38.33
1256 鮮活果汁-KY,2017/02/08,15.96
1702 南僑,2017/02/08,12.91
1737 臺鹽,2017/02/08,19.72
910322 康師傅-DR,2017/02/08,0
911616 杜康-DR,2017/02/08,0
1201 味全,2017/02/07,0
1203 味王,2017/02/07,22.62
1210 大成,2017/02/07,12.63
1213 大飲,2017/02/07,157.73
1215 卜蜂,2017/02/07,12.06
1216 統一,2017/02/07,20.88
1217 愛之味,2017/02/07,0
1218 泰山,2017/02/07,16.49
1219 福壽,2017/02/07,28.55
1220 台榮,2017/02/07,12.31
1225 福懋油,2017/02/07,14.53
1227 佳格,2017/02/07,26.82
1229 聯華,2017/02/07,12.7
1231 聯華食,2017/02/07,11.51
1232 大統益,2017/02/07,16.06
1233 天仁,2017/02/07,17.18
1234 黑松,2017/02/07,12.39
1235 興泰,2017/02/07,6.15
1236 宏亞,2017/02/07,38.65
1256 鮮活果汁-KY,2017/02/07,15.77
1702 南僑,2017/02/07,12.93
1737 臺鹽,2017/02/07,19.87
910322 康師傅-DR,2017/02/07,0
911616 杜康-DR,2017/02/07,0
1201 味全,2017/02/06,0
1203 味王,2017/02/06,22.33
1210 大成,2017/02/06,12.63
1213 大飲,2017/02/06,157.27
1215 卜蜂,2017/02/06,11.81
1216 統一,2017/02/06,20.69
1217 愛之味,2017/02/06,0
1218 泰山,2017/02/06,16.49
1219 福壽,2017/02/06,28.45
1220 台榮,2017/02/06,12.31
1225 福懋油,2017/02/06,14.54
1227 佳格,2017/02/06,26.82
1229 聯華,2017/02/06,12.62
1231 聯華食,2017/02/06,11.49
1232 大統益,2017/02/06,16
1233 天仁,2017/02/06,17.18
1234 黑松,2017/02/06,12.39
1235 興泰,2017/02/06,6.19
1236 宏亞,2017/02/06,38.23
1256 鮮活果汁-KY,2017/02/06,15.83
1702 南僑,2017/02/06,12.85
1737 臺鹽,2017/02/06,19.28
910322 康師傅-DR,2017/02/06,0
911616 杜康-DR,2017/02/06,0
1201 味全,2017/02/03,0
1203 味王,2017/02/03,22.1
1210 大成,2017/02/03,12.59
1213 大飲,2017/02/03,157.27
1215 卜蜂,2017/02/03,11.86
1216 統一,2017/02/03,20.31
1217 愛之味,2017/02/03,0
1218 泰山,2017/02/03,16.38
1219 福壽,2017/02/03,28.55
1220 台榮,2017/02/03,12.31
1225 福懋油,2017/02/03,14.48
1227 佳格,2017/02/03,26.82
1229 聯華,2017/02/03,12.59
1231 聯華食,2017/02/03,11.42
1232 大統益,2017/02/03,15.98
1233 天仁,2017/02/03,17.06
1234 黑松,2017/02/03,12.27
1235 興泰,2017/02/03,6.11
1236 宏亞,2017/02/03,38.75
1256 鮮活果汁-KY,2017/02/03,15.77
1702 南僑,2017/02/03,12.81
1737 臺鹽,2017/02/03,18.71
910322 康師傅-DR,2017/02/03,0
911616 杜康-DR,2017/02/03,0
1201 味全,2017/02/02,0
1203 味王,2017/02/02,22.05
1210 大成,2017/02/02,12.48
1213 大飲,2017/02/02,158.64
1215 卜蜂,2017/02/02,11.71
1216 統一,2017/02/02,20.19
1217 愛之味,2017/02/02,0
1218 泰山,2017/02/02,16.01
1219 福壽,2017/02/02,28.73
1220 台榮,2017/02/02,11.87
1225 福懋油,2017/02/02,14.48
1227 佳格,2017/02/02,26.64
1229 聯華,2017/02/02,12.59
1231 聯華食,2017/02/02,11.47
1232 大統益,2017/02/02,16.06
1233 天仁,2017/02/02,17.06
1234 黑松,2017/02/02,12.33
1235 興泰,2017/02/02,6.11
1236 宏亞,2017/02/02,37.92
1256 鮮活果汁-KY,2017/02/02,15.77
1702 南僑,2017/02/02,12.91
1737 臺鹽,2017/02/02,18.62
910322 康師傅-DR,2017/02/02,0
911616 杜康-DR,2017/02/02,0
1201 味全,2017/01/24,0
1203 味王,2017/01/24,21.95
1210 大成,2017/01/24,12.41
1213 大飲,2017/01/24,155
1215 卜蜂,2017/01/24,11.68
1216 統一,2017/01/24,20.58
1217 愛之味,2017/01/24,0
1218 泰山,2017/01/24,15.96
1219 福壽,2017/01/24,28.82
1220 台榮,2017/01/24,11.76
1225 福懋油,2017/01/24,14.24
1227 佳格,2017/01/24,26.85
1229 聯華,2017/01/24,12.25
1231 聯華食,2017/01/24,11.47
1232 大統益,2017/01/24,15.95
1233 天仁,2017/01/24,17.04
1234 黑松,2017/01/24,12.33
1235 興泰,2017/01/24,6.09
1236 宏亞,2017/01/24,38.33
1256 鮮活果汁-KY,2017/01/24,15.71
1702 南僑,2017/01/24,12.95
1737 臺鹽,2017/01/24,18.71
910322 康師傅-DR,2017/01/24,0
911616 杜康-DR,2017/01/24,0
1201 味全,2017/01/23,0
1203 味王,2017/01/23,22.05
1210 大成,2017/01/23,12.39
1213 大飲,2017/01/23,154.55
1215 卜蜂,2017/01/23,11.81
1216 統一,2017/01/23,20.96
1217 愛之味,2017/01/23,0
1218 泰山,2017/01/23,16.01
1219 福壽,2017/01/23,28.91
1220 台榮,2017/01/23,11.81
1225 福懋油,2017/01/23,14.24
1227 佳格,2017/01/23,26.68
1229 聯華,2017/01/23,12.12
1231 聯華食,2017/01/23,11.47
1232 大統益,2017/01/23,15.95
1233 天仁,2017/01/23,17.13
1234 黑松,2017/01/23,12.29
1235 興泰,2017/01/23,6.07
1236 宏亞,2017/01/23,38.02
1256 鮮活果汁-KY,2017/01/23,15.83
1702 南僑,2017/01/23,12.89
1737 臺鹽,2017/01/23,18.65
910322 康師傅-DR,2017/01/23,0
911616 杜康-DR,2017/01/23,0
1201 味全,2017/01/20,0
1203 味王,2017/01/20,22.05
1210 大成,2017/01/20,12.41
1213 大飲,2017/01/20,153.64
1215 卜蜂,2017/01/20,11.68
1216 統一,2017/01/20,20.88
1217 愛之味,2017/01/20,0
1218 泰山,2017/01/20,15.96
1219 福壽,2017/01/20,28.64
1220 台榮,2017/01/20,11.76
1225 福懋油,2017/01/20,14.24
1227 佳格,2017/01/20,26.36
1229 聯華,2017/01/20,11.94
1231 聯華食,2017/01/20,11.53
1232 大統益,2017/01/20,15.85
1233 天仁,2017/01/20,17.27
1234 黑松,2017/01/20,12.31
1235 興泰,2017/01/20,6.06
1236 宏亞,2017/01/20,38.02
1256 鮮活果汁-KY,2017/01/20,15.64
1702 南僑,2017/01/20,12.89
1737 臺鹽,2017/01/20,18.58
910322 康師傅-DR,2017/01/20,0
911616 杜康-DR,2017/01/20,0
1201 味全,2017/01/19,0
1203 味王,2017/01/19,22.05
1210 大成,2017/01/19,12.37
1213 大飲,2017/01/19,153.18
1215 卜蜂,2017/01/19,11.93
1216 統一,2017/01/19,21
1217 愛之味,2017/01/19,0
1218 泰山,2017/01/19,15.9
1219 福壽,2017/01/19,28.82
1220 台榮,2017/01/19,11.81
1225 福懋油,2017/01/19,14.14
1227 佳格,2017/01/19,26.54
1229 聯華,2017/01/19,11.83
1231 聯華食,2017/01/19,11.6
1232 大統益,2017/01/19,15.89
1233 天仁,2017/01/19,17.25
1234 黑松,2017/01/19,12.33
1235 興泰,2017/01/19,6.06
1236 宏亞,2017/01/19,37.92
1256 鮮活果汁-KY,2017/01/19,15.64
1702 南僑,2017/01/19,12.85
1737 臺鹽,2017/01/19,18.62
910322 康師傅-DR,2017/01/19,0
911616 杜康-DR,2017/01/19,0
1201 味全,2017/01/18,0
1203 味王,2017/01/18,22.14
1210 大成,2017/01/18,12.39
1213 大飲,2017/01/18,153.64
1215 卜蜂,2017/01/18,12.37
1216 統一,2017/01/18,20.77
1217 愛之味,2017/01/18,0
1218 泰山,2017/01/18,15.96
1219 福壽,2017/01/18,28.82
1220 台榮,2017/01/18,11.81
1225 福懋油,2017/01/18,14.12
1227 佳格,2017/01/18,26.36
1229 聯華,2017/01/18,11.78
1231 聯華食,2017/01/18,11.62
1232 大統益,2017/01/18,15.97
1233 天仁,2017/01/18,17.25
1234 黑松,2017/01/18,12.33
1235 興泰,2017/01/18,6.07
1236 宏亞,2017/01/18,37.92
1256 鮮活果汁-KY,2017/01/18,15.83
1702 南僑,2017/01/18,12.77
1737 臺鹽,2017/01/18,18.55
910322 康師傅-DR,2017/01/18,0
911616 杜康-DR,2017/01/18,0
1201 味全,2017/01/17,0
1203 味王,2017/01/17,21.95
1210 大成,2017/01/17,12.24
1213 大飲,2017/01/17,153.18
1215 卜蜂,2017/01/17,11.81
1216 統一,2017/01/17,21.08
1217 愛之味,2017/01/17,0
1218 泰山,2017/01/17,16.01
1219 福壽,2017/01/17,28.55
1220 台榮,2017/01/17,11.76
1225 福懋油,2017/01/17,14.12
1227 佳格,2017/01/17,26.43
1229 聯華,2017/01/17,11.78
1231 聯華食,2017/01/17,11.64
1232 大統益,2017/01/17,15.95
1233 天仁,2017/01/17,17.18
1234 黑松,2017/01/17,12.33
1235 興泰,2017/01/17,6.07
1236 宏亞,2017/01/17,38.02
1256 鮮活果汁-KY,2017/01/17,15.83
1702 南僑,2017/01/17,12.77
1737 臺鹽,2017/01/17,18.52
910322 康師傅-DR,2017/01/17,0
911616 杜康-DR,2017/01/17,0
1201 味全,2017/01/16,0
1203 味王,2017/01/16,21.81
1210 大成,2017/01/16,12.18
1213 大飲,2017/01/16,152.73
1215 卜蜂,2017/01/16,11.81
1216 統一,2017/01/16,20.96
1217 愛之味,2017/01/16,0
1218 泰山,2017/01/16,15.85
1219 福壽,2017/01/16,28.73
1220 台榮,2017/01/16,11.76
1225 福懋油,2017/01/16,14.14
1227 佳格,2017/01/16,26.43
1229 聯華,2017/01/16,11.7
1231 聯華食,2017/01/16,11.64
1232 大統益,2017/01/16,15.97
1233 天仁,2017/01/16,17.13
1234 黑松,2017/01/16,12.33
1235 興泰,2017/01/16,6.07
1236 宏亞,2017/01/16,38.13
1256 鮮活果汁-KY,2017/01/16,15.64
1702 南僑,2017/01/16,12.75
1737 臺鹽,2017/01/16,18.55
910322 康師傅-DR,2017/01/16,0
911616 杜康-DR,2017/01/16,0
1201 味全,2017/01/13,0
1203 味王,2017/01/13,21.76
1210 大成,2017/01/13,12.28
1213 大飲,2017/01/13,152.73
1215 卜蜂,2017/01/13,11.98
1216 統一,2017/01/13,21.15
1217 愛之味,2017/01/13,0
1218 泰山,2017/01/13,16.01
1219 福壽,2017/01/13,28.64
1220 台榮,2017/01/13,11.76
1225 福懋油,2017/01/13,14.24
1227 佳格,2017/01/13,26.71
1229 聯華,2017/01/13,11.83
1231 聯華食,2017/01/13,11.71
1232 大統益,2017/01/13,15.91
1233 天仁,2017/01/13,17.13
1234 黑松,2017/01/13,12.29
1235 興泰,2017/01/13,6.06
1236 宏亞,2017/01/13,38.33
1256 鮮活果汁-KY,2017/01/13,15.77
1702 南僑,2017/01/13,12.85
1737 臺鹽,2017/01/13,18.49
910322 康師傅-DR,2017/01/13,0
911616 杜康-DR,2017/01/13,0
1201 味全,2017/01/12,0
1203 味王,2017/01/12,21.81
1210 大成,2017/01/12,12.28
1213 大飲,2017/01/12,152.27
1215 卜蜂,2017/01/12,11.95
1216 統一,2017/01/12,20.92
1217 愛之味,2017/01/12,0
1218 泰山,2017/01/12,16.12
1219 福壽,2017/01/12,28.82
1220 台榮,2017/01/12,11.87
1225 福懋油,2017/01/12,14.24
1227 佳格,2017/01/12,26.71
1229 聯華,2017/01/12,11.86
1231 聯華食,2017/01/12,11.58
1232 大統益,2017/01/12,15.87
1233 天仁,2017/01/12,17.13
1234 黑松,2017/01/12,12.27
1235 興泰,2017/01/12,6.06
1236 宏亞,2017/01/12,38.33
1256 鮮活果汁-KY,2017/01/12,15.64
1702 南僑,2017/01/12,12.85
1737 臺鹽,2017/01/12,18.58
910322 康師傅-DR,2017/01/12,0
911616 杜康-DR,2017/01/12,0
1201 味全,2017/01/11,0
1203 味王,2017/01/11,21.76
1210 大成,2017/01/11,12.28
1213 大飲,2017/01/11,152.73
1215 卜蜂,2017/01/11,11.91
1216 統一,2017/01/11,20.77
1217 愛之味,2017/01/11,0
1218 泰山,2017/01/11,15.96
1219 福壽,2017/01/11,28.82
1220 台榮,2017/01/11,11.87
1225 福懋油,2017/01/11,14.12
1227 佳格,2017/01/11,26.71
1229 聯華,2017/01/11,11.83
1231 聯華食,2017/01/11,11.58
1232 大統益,2017/01/11,15.87
1233 天仁,2017/01/11,17.15
1234 黑松,2017/01/11,12.27
1235 興泰,2017/01/11,6.04
1236 宏亞,2017/01/11,38.33
1256 鮮活果汁-KY,2017/01/11,15.64
1702 南僑,2017/01/11,12.73
1737 臺鹽,2017/01/11,18.49
910322 康師傅-DR,2017/01/11,0
911616 杜康-DR,2017/01/11,0
1201 味全,2017/01/10,0
1203 味王,2017/01/10,21.81
1210 大成,2017/01/10,12.18
1213 大飲,2017/01/10,152.27
1215 卜蜂,2017/01/10,11.8
1216 統一,2017/01/10,20.65
1217 愛之味,2017/01/10,0
1218 泰山,2017/01/10,15.96
1219 福壽,2017/01/10,28.73
1220 台榮,2017/01/10,11.81
1225 福懋油,2017/01/10,14.24
1227 佳格,2017/01/10,26.33
1229 聯華,2017/01/10,11.75
1231 聯華食,2017/01/10,11.51
1232 大統益,2017/01/10,15.87
1233 天仁,2017/01/10,17.18
1234 黑松,2017/01/10,12.25
1235 興泰,2017/01/10,6.05
1236 宏亞,2017/01/10,38.33
1256 鮮活果汁-KY,2017/01/10,15.64
1702 南僑,2017/01/10,12.69
1737 臺鹽,2017/01/10,18.49
910322 康師傅-DR,2017/01/10,0
911616 杜康-DR,2017/01/10,0
1201 味全,2017/01/09,0
1203 味王,2017/01/09,21.95
1210 大成,2017/01/09,12.24
1213 大飲,2017/01/09,152.73
1215 卜蜂,2017/01/09,11.96
1216 統一,2017/01/09,20.85
1217 愛之味,2017/01/09,0
1218 泰山,2017/01/09,16.01
1219 福壽,2017/01/09,28.36
1220 台榮,2017/01/09,11.87
1225 福懋油,2017/01/09,14.26
1227 佳格,2017/01/09,26.5
1229 聯華,2017/01/09,11.6
1231 聯華食,2017/01/09,11.58
1232 大統益,2017/01/09,15.93
1233 天仁,2017/01/09,17.13
1234 黑松,2017/01/09,12.31
1235 興泰,2017/01/09,6.09
1236 宏亞,2017/01/09,38.44
1256 鮮活果汁-KY,2017/01/09,15.64
1702 南僑,2017/01/09,12.59
1737 臺鹽,2017/01/09,18.58
910322 康師傅-DR,2017/01/09,0
911616 杜康-DR,2017/01/09,0
1201 味全,2017/01/06,0
1203 味王,2017/01/06,22
1210 大成,2017/01/06,12.41
1213 大飲,2017/01/06,153.18
1215 卜蜂,2017/01/06,12.06
1216 統一,2017/01/06,20.81
1217 愛之味,2017/01/06,0
1218 泰山,2017/01/06,15.96
1219 福壽,2017/01/06,28.64
1220 台榮,2017/01/06,11.81
1225 福懋油,2017/01/06,14.24
1227 佳格,2017/01/06,26.82
1229 聯華,2017/01/06,11.6
1231 聯華食,2017/01/06,11.49
1232 大統益,2017/01/06,15.93
1233 天仁,2017/01/06,17.04
1234 黑松,2017/01/06,12.25
1235 興泰,2017/01/06,6.07
1236 宏亞,2017/01/06,38.33
1256 鮮活果汁-KY,2017/01/06,15.64
1702 南僑,2017/01/06,12.69
1737 臺鹽,2017/01/06,18.65
910322 康師傅-DR,2017/01/06,0
911616 杜康-DR,2017/01/06,0
1201 味全,2017/01/05,0
1203 味王,2017/01/05,21.81
1210 大成,2017/01/05,12.5
1213 大飲,2017/01/05,152.73
1215 卜蜂,2017/01/05,12.02
1216 統一,2017/01/05,20.81
1217 愛之味,2017/01/05,0
1218 泰山,2017/01/05,16.01
1219 福壽,2017/01/05,28.73
1220 台榮,2017/01/05,11.7
1225 福懋油,2017/01/05,14.29
1227 佳格,2017/01/05,26.75
1229 聯華,2017/01/05,11.62
1231 聯華食,2017/01/05,11.55
1232 大統益,2017/01/05,15.89
1233 天仁,2017/01/05,17.06
1234 黑松,2017/01/05,12.25
1235 興泰,2017/01/05,5.97
1236 宏亞,2017/01/05,38.33
1256 鮮活果汁-KY,2017/01/05,15.58
1702 南僑,2017/01/05,12.63
1737 臺鹽,2017/01/05,18.58
910322 康師傅-DR,2017/01/05,0
911616 杜康-DR,2017/01/05,0
1201 味全,2017/01/04,0
1203 味王,2017/01/04,21.81
1210 大成,2017/01/04,12.54
1213 大飲,2017/01/04,152.73
1215 卜蜂,2017/01/04,12
1216 統一,2017/01/04,20.38
1217 愛之味,2017/01/04,0
1218 泰山,2017/01/04,16.01
1219 福壽,2017/01/04,28.64
1220 台榮,2017/01/04,11.59
1225 福懋油,2017/01/04,14.24
1227 佳格,2017/01/04,26.68
1229 聯華,2017/01/04,11.57
1231 聯華食,2017/01/04,11.51
1232 大統益,2017/01/04,15.85
1233 天仁,2017/01/04,17.04
1234 黑松,2017/01/04,12.27
1235 興泰,2017/01/04,5.96
1236 宏亞,2017/01/04,38.13
1256 鮮活果汁-KY,2017/01/04,15.58
1702 南僑,2017/01/04,12.34
1737 臺鹽,2017/01/04,18.62
910322 康師傅-DR,2017/01/04,0
911616 杜康-DR,2017/01/04,0
1201 味全,2017/01/03,0
1203 味王,2017/01/03,21.71
1210 大成,2017/01/03,12.56
1213 大飲,2017/01/03,152.73
1215 卜蜂,2017/01/03,11.62
1216 統一,2017/01/03,20.5
1217 愛之味,2017/01/03,0
1218 泰山,2017/01/03,15.9
1219 福壽,2017/01/03,28.73
1220 台榮,2017/01/03,11.87
1225 福懋油,2017/01/03,14.27
1227 佳格,2017/01/03,26.64
1229 聯華,2017/01/03,11.57
1231 聯華食,2017/01/03,11.38
1232 大統益,2017/01/03,15.82
1233 天仁,2017/01/03,16.99
1234 黑松,2017/01/03,12.25
1235 興泰,2017/01/03,5.96
1236 宏亞,2017/01/03,38.13
1256 鮮活果汁-KY,2017/01/03,15.33
1702 南僑,2017/01/03,12.36
1737 臺鹽,2017/01/03,18.52
910322 康師傅-DR,2017/01/03,0
911616 杜康-DR,2017/01/03,0
1201 味全,2016/12/30,0
1203 味王,2016/12/30,21.9
1210 大成,2016/12/30,12.54
1213 大飲,2016/12/30,152.73
1215 卜蜂,2016/12/30,11.27
1216 統一,2016/12/30,20.54
1217 愛之味,2016/12/30,0
1218 泰山,2016/12/30,15.85
1219 福壽,2016/12/30,28.91
1220 台榮,2016/12/30,11.98
1225 福懋油,2016/12/30,14.24
1227 佳格,2016/12/30,26.78
1229 聯華,2016/12/30,11.54
1231 聯華食,2016/12/30,11.19
1232 大統益,2016/12/30,15.78
1233 天仁,2016/12/30,17.01
1234 黑松,2016/12/30,12.33
1235 興泰,2016/12/30,5.98
1236 宏亞,2016/12/30,38.33
1256 鮮活果汁-KY,2016/12/30,15.33
1702 南僑,2016/12/30,12.34
1737 臺鹽,2016/12/30,18.43
910322 康師傅-DR,2016/12/30,0
911616 杜康-DR,2016/12/30,0
1201 味全,2016/12/29,0
1203 味王,2016/12/29,21.9
1210 大成,2016/12/29,12.33
1213 大飲,2016/12/29,152.73
1215 卜蜂,2016/12/29,11.19
1216 統一,2016/12/29,20.31
1217 愛之味,2016/12/29,0
1218 泰山,2016/12/29,15.69
1219 福壽,2016/12/29,28.64
1220 台榮,2016/12/29,11.98
1225 福懋油,2016/12/29,14.39
1227 佳格,2016/12/29,26.29
1229 聯華,2016/12/29,11.57
1231 聯華食,2016/12/29,11.15
1232 大統益,2016/12/29,15.7
1233 天仁,2016/12/29,16.94
1234 黑松,2016/12/29,12.35
1235 興泰,2016/12/29,5.98
1236 宏亞,2016/12/29,38.33
1256 鮮活果汁-KY,2016/12/29,15.39
1702 南僑,2016/12/29,12.34
1737 臺鹽,2016/12/29,18.52
910322 康師傅-DR,2016/12/29,0
911616 杜康-DR,2016/12/29,0
1201 味全,2016/12/28,0
1203 味王,2016/12/28,22
1210 大成,2016/12/28,12.18
1213 大飲,2016/12/28,152.73
1215 卜蜂,2016/12/28,11.14
1216 統一,2016/12/28,20.35
1217 愛之味,2016/12/28,0
1218 泰山,2016/12/28,15.9
1219 福壽,2016/12/28,28.55
1220 台榮,2016/12/28,11.98
1225 福懋油,2016/12/28,14.42
1227 佳格,2016/12/28,26.47
1229 聯華,2016/12/28,11.52
1231 聯華食,2016/12/28,11.12
1232 大統益,2016/12/28,15.7
1233 天仁,2016/12/28,17.08
1234 黑松,2016/12/28,12.4
1235 興泰,2016/12/28,5.98
1236 宏亞,2016/12/28,38.13
1256 鮮活果汁-KY,2016/12/28,15.21
1702 南僑,2016/12/28,12.4
1737 臺鹽,2016/12/28,18.46
910322 康師傅-DR,2016/12/28,0
911616 杜康-DR,2016/12/28,0
1201 味全,2016/12/27,0
1203 味王,2016/12/27,21.67
1210 大成,2016/12/27,12.11
1213 大飲,2016/12/27,151.36
1215 卜蜂,2016/12/27,11.11
1216 統一,2016/12/27,20.38
1217 愛之味,2016/12/27,0
1218 泰山,2016/12/27,15.85
1219 福壽,2016/12/27,28.27
1220 台榮,2016/12/27,11.98
1225 福懋油,2016/12/27,14.29
1227 佳格,2016/12/27,26.4
1229 聯華,2016/12/27,11.49
1231 聯華食,2016/12/27,11.12
1232 大統益,2016/12/27,15.7
1233 天仁,2016/12/27,17.08
1234 黑松,2016/12/27,12.39
1235 興泰,2016/12/27,5.83
1236 宏亞,2016/12/27,38.23
1256 鮮活果汁-KY,2016/12/27,15.39
1702 南僑,2016/12/27,12.38
1737 臺鹽,2016/12/27,18.46
910322 康師傅-DR,2016/12/27,0
911616 杜康-DR,2016/12/27,0
1201 味全,2016/12/26,0
1203 味王,2016/12/26,21.67
1210 大成,2016/12/26,12.07
